레시피,필요 식재료 개수,변환된식재료,재료명,url,카테고리,상황태그,국가태그,칼로리,탄수화물,단백질,나트륨,칼슘,비타민c,식재료,해먹지수
폭탄꼬치,13,"닭다리살,대파,맛술,후추,소금,태국고추,고추장,칠리소스,굴소스,참기름,마늘,설탕,고춧가루",닭다리살|대파|맛술|후추|소금|태국고추|고추장|칠리소스|굴소스|참기름|다진마늘|설탕|고춧가루,https://haemukja.com/recipes/1360,후식,술안주,퓨전요리,472.8,39.8,52.2,2524.2,111.2,23.9,"['닭다리살', '대파', '맛술', '후추', '소금', '태국고추', '고추장', '칠리소스', '굴소스', '참기름', '마늘', '설탕', '고춧가루']",4.7
폭탄주먹밥 ,11,"밥,참치,마요네즈,스위트칠리소스,후추,고추,김,참기름,깨,당근,애호박",밥|참치|마요네즈|스위트칠리소스|후추|청양고추|김밥김|참기름|통깨|당근|애호박,https://haemukja.com/recipes/1575,밥,,한식 요리,594.5,77.4,19.4,435.1,66.3,19.6,"['밥', '참치', '마요네즈', '스위트칠리소스', '후추', '고추', '김', '참기름', '깨', '당근', '애호박']",4.4
퐁당오쇼콜라,7,"박력분,버터,설탕,코코아파우더,다크초콜릿,슈가파우더,계란",박력분|버터|설탕|코코아파우더|다크초콜릿|슈가파우더|계란,https://haemukja.com/recipes/5406,후식,간식/야식|손님 접대 요리,양식 요리,180.8,39.56,5.6,142.64,43.8,0.08,"['박력분', '버터', '설탕', '코코아파우더', '다크초콜릿', '슈가파우더', '계란']",4.6
표고 쇠소기 볶음,3,"소고기,표고버섯,고추",쇠고기|생표고버섯|홍고추,https://haemukja.com/recipes/5385,반찬,,한식 요리,97.0,0.8,9.8,130.2,7.6,5.5,"['소고기', '표고버섯', '고추']",5.0
표고버섯닭고기영양솥밥,16,"쌀,표고버섯,닭고기,대파,양파,물,대추,은행,참기름,소금,맛술,간장,쪽파,고춧가루,마늘,참깨",쌀|표고버섯|닭고기|대파|양파|물|대추|은행|참기름|소금|맛술|간장|쪽파|고춧가루|다진 마늘|부순 참깨,https://haemukja.com/recipes/5102,밥,손님 접대 요리,한식 요리,157.9,34.4,10.85,1436.75,38.9,11.6,"['쌀', '표고버섯', '닭고기', '대파', '양파', '물', '대추', '은행', '참기름', '소금', '맛술', '간장', '쪽파', '고춧가루', '마늘', '참깨']",3.8
표고버섯장조림,8,"표고버섯,메추리알,다시마,간장,설탕,후추,깨,참기름",표고버섯|메추리알|다시마|[양념] 간장|설탕|후추|깨|참기름,https://haemukja.com/recipes/2589,반찬,,한식 요리,8.9,2.375,1.975,239.425,10.5,0.25,"['표고버섯', '메추리알', '다시마', '간장', '설탕', '후추', '깨', '참기름']",3.4
표고찐만두,13,"만두피,표고버섯,두부,양파,당근,파,마늘,참기름,간장,설탕,깨,후추,참기름",만두피|표고버섯|두부|양파|당근|실파|다진마늘  참기름 약간|간장|설탕|깨|후추|참기름,https://haemukja.com/recipes/4317,반찬,,한식 요리,24.36666667,12.7,3.133333333,200.9,24.4,1.066666667,"['만두피', '표고버섯', '두부', '양파', '당근', '파', '마늘', '참기름', '간장', '설탕', '깨', '후추', '참기름']",1.8
푸딩처럼 부드러운 계란찜,6,"계란,대파,새우,가쓰오부시,소금,맛술",계란|대파|새우|가쓰오부시|소금|맛술,https://haemukja.com/recipes/5952,반찬,,일식 요리,130.9333333,2.666666667,12.93333333,839.2666667,52.13333333,1.133333333,"['계란', '대파', '새우', '가쓰오부시', '소금', '맛술']",1.9
푸룬초콜릿,5,"다크초콜릿,화이트초콜릿,생크림,와인,건푸룬",다크초콜릿|화이트초콜릿|생크림|와인|건푸룬,https://haemukja.com/recipes/1238,후식,간식/야식,양식 요리,3078.5,328.0,30.7,161.5,478.5,1.5,"['다크초콜릿', '화이트초콜릿', '생크림', '와인', '건푸룬']",1.8
푸실리 바지락 봉골레 파스타,5,"푸실리파스타면,바지락,마늘,고추,올리브유",푸실리파스타|바지락살|마늘|매운고추|올리브유,https://haemukja.com/recipes/5607,국밥/면/죽,,,618.7,96.8,9.7,4.7,7.5,10.6,"['푸실리파스타면', '바지락', '마늘', '고추', '올리브유']",1.6
풋호박볶음,12,"풋호박,양파,고추,고추,소금,식용유,들깨기름,참기름,마늘,새우젓갈,들깨가루,참깨",풋호박|양파|[선택재료] 청고추|홍고추|[양념] 소금|식용유|들기름 or 참기름|다진마늘|새우젓|들깨가루|참깨,https://haemukja.com/recipes/3238,반찬,,한식 요리,4.2,1.025,0.275,137.925,6.6,2.375,"['풋호박', '양파', '고추', '고추', '소금', '식용유', '들깨기름', '참기름', '마늘', '새우젓갈', '들깨가루', '참깨']",4.1
프라이드 묵은지고구마롤,11,"묵은지,소세지,파프리카,밀가루,계란,빵가루,우유,물,옥수수,피자치즈,고구마",묵은지|소시지|파프리카|밀가루|달걀|빵가루|우유 또는 물|옥수수|피자치즈|삶은 고구마,https://haemukja.com/recipes/4787,반찬,간식/야식|나들이 요리|손님 접대 요리|파티/명절요리,퓨전요리|한식 요리,23.34,21.1,4.5,521.44,41.7,23.9,"['묵은지', '소세지', '파프리카', '밀가루', '계란', '빵가루', '우유', '물', '옥수수', '피자치즈', '고구마']",2.9
프라이팬 슈크림빵,15,"강력분,박력분,설탕,소금,드라이이스트,물,우유,생크림,계란,버터,계란,설탕,박력분,우유,버터",강력분|박력분|설탕|소금|드라이이스트|따뜻한 물|따뜻한 우유|따뜻한 생크림|계란|버터|계란노른자|설탕|박력분|우유|버터,https://haemukja.com/recipes/3799,빵,간식/야식,양식 요리,53.16666667,23.26666667,4.6,151.1333333,27.4,0.133333333,"['강력분', '박력분', '설탕', '소금', '드라이이스트', '물', '우유', '생크림', '계란', '버터', '계란', '설탕', '박력분', '우유', '버터']",3.1
프랑스식 크레이프,8,"밀가루,우유,계란,버터,베이컨,양송이버섯,계란,모짜렐라치즈",밀가루|우유|달걀|녹인버터|베이컨|양송이버섯|달걀|모짜렐라,https://haemukja.com/recipes/2108,후식,,양식 요리,778.6,84.4,27.9,653.4,213.4,3.1,"['밀가루', '우유', '계란', '버터', '베이컨', '양송이버섯', '계란', '모짜렐라치즈']",5.0
프랑스알리고,4,"감자,피자치즈,휘핑크림,후추",감자|피자치즈|휘핑크림|후추,https://haemukja.com/recipes/3747,빵,간식/야식,양식 요리,139.9,18.7,7.3,167.8,106.0,35.5,"['감자', '피자치즈', '휘핑크림', '후추']",4.2
프렌치 토스트 머핀 ,6,"식빵,헤비크림,우유,계란,꿀,메이플시럽",식빵|헤비크림|우유|달걀|꿀|메이플시럽,https://haemukja.com/recipes/542,후식,간식/야식|파티/명절요리,,11.14,8.68,2.12,21.94,8.46,0.06,"['식빵', '헤비크림', '우유', '계란', '꿀', '메이플시럽']",1.9
프렌치토스트,9,"식빵,치즈,계란,햄,우유,머스타드소스,빵가루,버터,블루베리잼",식빵|치즈|계란|햄|우유|머스타드 소스|빵가루|버터|블루베리쨈,https://haemukja.com/recipes/2105,빵,나들이 요리|간식/야식,양식 요리,312.45,76.2,16.6,500.55,118.95,2.0,"['식빵', '치즈', '계란', '햄', '우유', '머스타드소스', '빵가루', '버터', '블루베리잼']",4.7
프로도 도시락,11,"밥,간장,버터,베이컨,양파,계란,마늘,스파게티소스,치즈,우유,장식김",밥|간장|버터|베이컨|양파|달걀|다진마늘|스파게티소스|슬라이스치즈|우유|장식김,https://haemukja.com/recipes/1219,밥,,일식 요리,121.6,41.85,10.75,764.15,96.15,5.25,"['밥', '간장', '버터', '베이컨', '양파', '계란', '마늘', '스파게티소스', '치즈', '우유', '장식김']",3.8
프로즌 핫 초콜릿,9,"우유,생크림,코코아파우더,다크초콜릿,바닐라농축액,초콜릿아이스크림,얼음,계피,설탕",흰우유|생크림|코코아가루|다크초콜릿|바닐라에센스|쵸콜렛아이스크림|얼음|계피분말|백설탕,https://haemukja.com/recipes/874,후식,간식/야식|파티/명절요리,,249.9,42.05,6.65,110.65,189.45,1.4,"['우유', '생크림', '코코아파우더', '다크초콜릿', '바닐라농축액', '초콜릿아이스크림', '얼음', '계피', '설탕']",4.4
프리미엄 게맛살,9,"게맛살,김,밥,날치알,마요네즈,와사비,무,오이,단무지",프리미엄 게맛살|김|밥|날치알|마요네즈|와사비|무순|오이|단무지,https://haemukja.com/recipes/5653,밥,간식/야식|손님 접대 요리|파티/명절요리,일식 요리,589.4,72.4,8.5,428.3,23.8,3.2,"['게맛살', '김', '밥', '날치알', '마요네즈', '와사비', '무', '오이', '단무지']",2.5
프리타타,14,"계란,방울토마토,파프리카,양파,당근,우유,소금,파마산치즈가루,모짜렐라치즈,버터,올리브오일,후추,초리조,살라미",계란|방울토마토|파프리카|양파|당근|우유|소금|파마산치즈가루|모짜렐라치즈|버터|올리브오일|후추|초리조|살라미,https://haemukja.com/recipes/1032,반찬,간식/야식,양식 요리,92.3,6.55,11.7,356.75,138.75,27.7,"['계란', '방울토마토', '파프리카', '양파', '당근', '우유', '소금', '파마산치즈가루', '모짜렐라치즈', '버터', '올리브오일', '후추', '초리조', '살라미']",4.2
플로랑댕 아망드,6,"식빵,버터,설탕,꿀,생크림,아몬드",식빵|무염버터|백설탕|꿀|생크림|아몬드 슬라이스,https://haemukja.com/recipes/589,빵,나들이 요리|간식/야식,,176.3,38.65,7.25,73.1,54.85,0.25,"['식빵', '버터', '설탕', '꿀', '생크림', '아몬드']",2.6
피꼬막양념무침,8,"피꼬막,대파,고추,고춧가루,마늘,간장,참기름,참깨",피꼬막|대파|고추|고춧가루|다진 마늘|간장|참기름|부순 참깨,https://haemukja.com/recipes/4771,반찬,술안주,한식 요리,3.425,0.525,0.2,99.25,1.375,0.3,"['피꼬막', '대파', '고추', '고춧가루', '마늘', '간장', '참기름', '참깨']",5.0
피넛버터팝콘,5,"버터,팝콘,피넛버터,휘핑크림,소금",버터|팝콘|피넛버터|휘핑크림|소금,https://haemukja.com/recipes/3788,반찬,간식/야식,퓨전요리,125.6,6.05,2.35,244.15,11.7,0.2,"['버터', '팝콘', '피넛버터', '휘핑크림', '소금']",4.2
피넛오트밀쉐이크,10,"오트밀,오트밀,피넛버터,메이플시럽,아가베시럽,바닐라농축액,오트밀,초콜릿칩,냉동바나나,우유",빻은 오트밀|빻은 오트밀|피넛버터|메이플시럽 또는 아가베시럽|바닐라 농축액|통 오트밀|미니 다크 초콜릿 칩|냉동 바나나|우유,https://haemukja.com/recipes/431,반찬,간식/야식,퓨전요리,147.4,48.4,7.25,68.3,28.65,7.5,"['오트밀', '오트밀', '피넛버터', '메이플시럽', '아가베시럽', '바닐라농축액', '오트밀', '초콜릿칩', '냉동바나나', '우유']",2.0
피망버섯채볶음,9,"표고버섯,피망,피망,마늘,파,고춧가루,굴소스,후추,참기름",불린 표고버섯|청피망|홍피망|다진 마늘|다진 파|고춧가루|굴소스|후춧가루|참기름,https://haemukja.com/recipes/5500,반찬,술안주,퓨전요리|중식 요리|한식 요리,2.65,1.75,0.475,34.3,2.325,9.675,"['표고버섯', '피망', '피망', '마늘', '파', '고춧가루', '굴소스', '후추', '참기름']",3.3
피망절임,9,"피망,올리브유,식초,설탕,소금,참치통조림,마늘,멸치,파슬리",피망|올리브유|식초|설탕|소금|참치 1캔|마늘|엔쵸비 (acciughe)|파슬리,https://haemukja.com/recipes/704,반찬,,양식 요리,1.36,0.22,0.02,40.78,0.46,0.08,"['피망', '올리브유', '식초', '설탕', '소금', '참치통조림', '마늘', '멸치', '파슬리']",1.6
피망조림,6,"피망,깨,가다랑어포,간장,식초,올리고당",피망|깨|가다랑어|간장|식초|올리고당,https://haemukja.com/recipes/4155,반찬,,한식 요리,80.8,14.3,2.6,885.4,51.3,114.4,"['피망', '깨', '가다랑어포', '간장', '식초', '올리고당']",3.4
피쉬앤칩스,7,"가자미,감자,계란,전분가루,맥주,소금,후추",가자미살|감자|달걀흰자|전분가루|맥주|소금|후추,https://haemukja.com/recipes/1718,반찬,술안주,양식 요리,33.45,13.35,3.8,134.8,4.4,23.4,"['가자미', '감자', '계란', '전분가루', '맥주', '소금', '후추']",2.3
피스타치오 사브레,6,"버터,설탕,계란,피스타치오,소금,밀가루",무염버터|설탕|계란|피스타치오|소금|제과용밀가루,https://haemukja.com/recipes/630,후식,간식/야식,,8.666666667,5.666666667,0.75,30.93333333,3.033333333,0.05,"['버터', '설탕', '계란', '피스타치오', '소금', '밀가루']",1.7
피시뮈니엘,6,"흰살생선,밀가루,버터,레몬즙,파슬리,소금",흰살생선|밀가루|버터|레몬즙|파슬리|소금,https://haemukja.com/recipes/2613,반찬,손님 접대 요리,양식 요리,224.2,6.1,1.0,491.7,11.2,2.8,"['흰살생선', '밀가루', '버터', '레몬즙', '파슬리', '소금']",3.6
피자,6,"또띠아,땅콩잼,누텔라,견과류,바나나,치즈",또띠아|땅콩잼|누텔라|견과류|바나나|치즈,https://haemukja.com/recipes/1601,빵,간식/야식,,55.85,18.15,3.85,110.8,65.85,3.6,"['또띠아', '땅콩잼', '누텔라', '견과류', '바나나', '치즈']",3.4
피자김밥,10,"김,밥,모짜렐라치즈,옥수수,소세지,양파,피망,토마토소스,소금,후추",김|밥|모짜렐라치즈|옥수수|소시지|양파|피망|토마토소스|소금|후추,https://haemukja.com/recipes/5688,밥,간식/야식,퓨전요리|양식 요리,55.1,24.1,8.466666667,246.9666667,59.93333333,11.16666667,"['김', '밥', '모짜렐라치즈', '옥수수', '소세지', '양파', '피망', '토마토소스', '소금', '후추']",2.8
피자만두,8,"소세지,마늘,만두피,토마토소스,피자치즈,파마산치즈가루,핫소스,파슬리",소시지|마늘|만두피|토마토소스|피자치즈|파마산치즈가루|핫소스|파슬리,https://haemukja.com/recipes/2363,반찬,간식/야식,,77.35,16.0,8.8,200.2,87.9,3.9,"['소세지', '마늘', '만두피', '토마토소스', '피자치즈', '파마산치즈가루', '핫소스', '파슬리']",3.1
피자모닝빵,14,"모닝빵,양파,베이컨,마늘,올리브,토마토,스파게티면,소스,바질,캐첩,설탕,모짜렐라치즈,버터,후추",모닝빵|양파|베이컨|마늘|그린 올리브|토마토 스파게티 소스|말린 바질|케첩|설탕|모짤렐라 치즈|녹인 버터|후추,https://haemukja.com/recipes/4153,빵,간식/야식|파티/명절요리,퓨전요리,56.0,20.0,4.933333333,347.0333333,18.16666667,5.066666667,"['모닝빵', '양파', '베이컨', '마늘', '올리브', '토마토', '스파게티면', '소스', '바질', '캐첩', '설탕', '모짜렐라치즈', '버터', '후추']",3.3
피자바게트,7,"바게트,토마토소스,양송이버섯,모짜렐라치즈,피망,양파,햄",바게트|토마토소스|양송이버섯 슬라이스|모짜렐라 치즈|피망|양파|햄,https://haemukja.com/recipes/1005,빵,간식/야식,양식 요리,844.0,97.2,22.9,1254.9,166.0,44.0,"['바게트', '토마토소스', '양송이버섯', '모짜렐라치즈', '피망', '양파', '햄']",5.0
피자양파링,10,"양파,페퍼로니,토마토소스,파마산치즈가루,스트링치즈,밀가루,바질가루,고춧가루,빵가루,계란",양파|페퍼로니햄|토마토소스|파마산치즈가루|스트링치즈|밀가루|바질가루|고운고추가룬|빵가루|계란,https://haemukja.com/recipes/3833,후식,간식/야식|술안주|손님 접대 요리|파티/명절요리,퓨전요리|양식 요리,166.25,44.75,18.15,560.85,158.5,7.7,"['양파', '페퍼로니', '토마토소스', '파마산치즈가루', '스트링치즈', '밀가루', '바질가루', '고춧가루', '빵가루', '계란']",2.5
피자치즈돈까스,6,"돈가스,자투리채소,올리브,피자치즈,소금,후추",돈까스|자투리 채소|올리브|피자치즈|소금|후춧가루,https://haemukja.com/recipes/4241,빵,간식/야식,퓨전요리,282.45,32.6,33.7,1525.7,364.65,1.25,"['돈가스', '자투리채소', '올리브', '피자치즈', '소금', '후추']",4.3
피자토스트,12,"식빵,버터,키위드레싱,마요네즈,물엿,설탕,계란,옥수수통조림,햄,모짜렐라치즈,피클,피자소스",식빵|버터|키위드레싱|마요네즈|물엿|설탕|계란|스위트콘|슬라이스햄|슬라이스모짜렐라치즈|피클|피자소스,https://haemukja.com/recipes/5416,빵,간식/야식,퓨전요리,558.3,65.2,16.4,669.6,60.1,1.3,"['식빵', '버터', '키위드레싱', '마요네즈', '물엿', '설탕', '계란', '옥수수통조림', '햄', '모짜렐라치즈', '피클', '피자소스']",3.2
